Column_1,Column_2,Column_3,Column_4,Column_5
80,80,93,71,75
73,37,7,33,67
74,89,30,73,93
63,97,6,61,50
24,90,90,5,67
67,91,34,13,82
73,32,28,24,31
7,5,60,59,93
2,4,8,47,89
75,25,22,99,37
32,7,13,35,58
70,61,9,34,21
22,25,53,15,99
99,67,53,16,14
24,55,86,33,17
24,69,51,81,10
52,40,22,45,75
27,23,52,15,9
1,29,66,67,97
74,75,47,95,91
99,31,17,38,33
50,62,12,7,44
85,35,81,88,91
29,15,69,98,4
41,9,50,26,45
99,58,69,25,36
45,70,90,60,11
84,90,22,27,18
63,67,3,32,13
75,81,43,82,41
84,11,83,23,26
68,83,70,58,64
15,38,45,24,72
26,34,71,79,38
15,88,85,57,13
80,78,85,25,73
78,5,20,18,50
98,97,86,76,3
54,14,59,75,4
39,23,80,54,49
61,35,19,44,10
37,81,80,54,83
86,97,68,15,93
12,42,75,56,50
51,88,70,28,1
46,2,80,40,76
4,94,72,40,84
95,71,41,7,89
96,64,42,71,77
51,10,56,34,21
27,57,49,83,81
63,49,13,23,69
87,82,52,64,99
75,55,20,47,25
24,38,11,71,37
93,74,82,74,88
87,19,78,99,8
33,29,32,40,25
42,16,16,5,4
66,40,86,61,10
37,33,1,12,93
16,59,39,60,26
51,79,79,45,62
87,67,83,51,54
83,32,55,78,50
36,77,76,14,74
25,32,2,97,67
39,27,32,68,94
18,92,77,64,30
31,94,92,36,7
83,18,2,57,46
71,23,47,76,17
5,75,91,46,70
38,77,40,36,98
15,76,27,47,78
65,22,46,89,21
60,85,24,31,68
19,62,99,60,24
17,33,91,81,73
71,29,13,68,18
39,67,99,98,89
30,3,81,18,96
26,46,43,12,31
89,36,37,29,98
69,20,90,99,85
93,56,55,31,15
75,99,11,31,71
50,99,21,82,24
24,62,41,2,88
31,16,54,3,48
38,48,95,43,6
33,6,47,62,74
24,6,63,34,37
19,37,45,35,16
77,97,83,30,21
97,52,63,62,10
54,65,79,86,31
53,51,21,34,66
99,73,24,62,4
57,50,67,85,32
41,46,25,72,97
50,95,18,15,45
88,47,44,15,1
51,66,43,77,35
51,49,82,72,85
80,47,46,11,76
16,4,48,71,9
25,30,27,10,99
35,31,42,65,93
48,20,6,31,43
63,37,31,59,50
33,85,68,89,66
31,49,46,90,98
59,74,20,42,53
56,94,89,98,16
74,58,7,23,11
34,23,37,60,22
5,38,42,59,63
81,25,85,98,62
15,31,25,5,35
91,81,23,10,2
69,56,33,26,71
71,30,12,58,57
50,29,24,28,58
18,80,42,97,21
15,52,49,69,29
59,90,59,88,61
35,44,47,1,63
71,83,60,6,87
72,38,82,17,74
30,77,92,1,38
74,21,58,41,98
44,37,91,12,88
71,61,47,37,72
47,10,29,25,56
98,89,80,61,10
13,49,25,37,43
98,51,82,70,74
29,7,9,35,21
4,53,67,80,76
13,18,78,50,8
79,79,99,66,95
63,50,84,74,25
25,31,45,91,39
57,69,41,51,79
49,74,68,73,34
53,17,84,54,69
88,91,26,28,61
37,96,8,25,78
88,48,63,40,85
52,3,34,70,74
99,64,51,21,55
76,64,37,59,48
73,79,36,22,83
86,24,3,51,51
87,73,10,55,42
59,49,48,11,74
97,78,75,38,4
65,46,37,61,43
2,86,5,5,9
45,16,77,15,14
27,23,70,73,50
47,15,84,47,3
14,73,55,65,61
8,27,57,77,50
57,81,5,55,32
10,70,24,59,32
55,2,15,31,42
94,40,80,31,37
95,46,1,54,40
5,66,11,56,62
61,33,52,87,69
97,66,9,26,52
24,90,57,95,28
58,12,38,52,20
81,40,68,4,98
90,96,33,62,43
52,47,61,38,99
88,76,23,6,18
19,28,33,64,60
47,63,47,1,48
86,45,39,57,3
13,13,7,22,16
63,64,84,18,51
21,59,13,93,13
78,91,22,85,74
97,19,44,11,37
62,97,1,91,99
39,27,22,86,84
60,87,28,75,13
91,48,81,53,72
68,26,71,84,92
24,34,66,72,97
52,88,70,5,17
90,38,3,21,24
29,87,2,46,78
77,43,54,24,22
32,15,68,14,60
84,93,78,30,97
74,57,69,83,94
20,38,2,41,7
90,65,27,66,99
12,58,30,59,65
62,50,45,14,34
24,37,19,10,53
83,28,41,52,40
84,44,10,32,15
54,22,81,81,68
21,27,83,13,11
11,48,25,39,79
31,54,18,99,9
79,76,75,64,23
1,9,33,66,29
44,58,90,36,76
13,36,54,76,55
42,98,24,27,6
82,84,64,87,67
91,1,58,34,28
58,29,77,31,5
78,38,71,9,76
14,36,49,3,46
37,83,90,24,46
24,82,17,76,51
19,23,50,32,9
82,79,86,75,3
72,49,52,22,21
82,11,72,17,93
82,44,81,88,94
9,34,12,68,85
33,30,80,47,44
61,1,21,30,14
52,7,90,52,48
90,13,68,49,66
82,5,78,25,85
67,29,60,96,40
92,24,96,54,54
5,7,22,74,22
99,48,52,46,37
97,4,52,90,90
49,8,64,73,28
74,24,96,25,86
31,85,13,16,2
95,59,99,29,44
63,18,48,19,57
55,49,17,51,20
63,21,80,27,48
24,96,86,80,51
11,33,88,61,59
78,55,68,48,95
6,70,24,76,63
8,90,60,19,97
37,85,15,15,24
86,28,36,9,44
68,48,31,41,78
62,44,24,73,45
12,58,55,56,54
66,54,92,45,9
95,20,65,39,8
2,55,1,58,51
52,35,93,76,36
20,31,25,2,74
42,66,87,48,49
33,30,90,36,77
3,68,65,1,79
66,41,70,18,16
80,55,93,6,81
68,39,67,16,26
8,19,60,86,95
83,1,42,11,94
3,35,80,46,90
11,14,56,77,19
69,95,6,9,50
63,96,48,44,98
9,25,61,55,15
54,27,8,36,38
28,63,70,49,6
6,45,48,4,36
55,33,96,73,9
41,81,60,51,25
47,13,22,23,78
21,51,16,90,38
88,26,85,3,3
95,78,63,90,22
52,96,30,35,69
86,11,25,96,67
79,66,53,61,92
2,34,71,74,26
27,93,52,37,63
26,17,48,30,13
37,56,76,52,67
60,53,32,9,21
35,11,32,39,10
31,21,67,88,90
81,99,12,36,66
62,11,93,35,13
95,64,54,42,13
13,2,98,38,67
40,74,19,99,69
28,81,24,42,93
74,78,15,93,81
66,6,76,64,88
89,91,29,16,9
21,77,60,64,27
29,71,17,11,83
46,69,37,26,35
41,9,81,60,36
29,74,31,37,43
55,86,67,8,27
5,37,62,78,21
9,78,37,96,24
45,38,66,67,18
50,32,49,53,42
5,87,60,86,15
1,53,71,4,91
20,72,75,55,13
66,8,85,77,32
28,93,93,88,30
44,52,8,74,62
20,93,81,8,80
64,25,33,7,20
10,99,58,7,28
55,26,98,41,56
62,81,58,45,83
54,24,71,95,51
1,87,72,97,72
73,97,93,44,9
35,45,93,91,53
10,24,64,82,16
61,85,97,57,61
47,38,8,58,82
52,66,61,10,90
69,61,5,11,26
42,35,53,42,29
16,41,96,85,42
51,23,36,67,42
11,23,56,83,12
96,14,91,83,9
12,81,17,81,94
56,81,78,74,5
89,67,51,87,89
13,73,96,51,17
91,55,83,31,27
30,22,39,7,1
23,26,76,34,22
35,95,10,30,78
24,49,82,71,91
62,22,31,18,44
57,37,90,43,91
81,68,80,61,83
17,51,79,34,46
42,41,43,72,97
19,64,57,83,94
35,11,61,78,92
74,62,14,81,84
71,72,8,73,47
69,86,85,24,94
25,76,11,12,43
14,30,95,5,81
52,43,61,26,62
1,61,14,81,75
39,5,74,16,35
9,60,71,82,88
40,24,93,95,82
56,58,25,17,94
69,74,65,14,58
19,24,1,8,94
99,61,21,13,33
41,57,67,69,15
23,14,23,52,63
79,99,97,22,23
84,76,88,57,28
2,53,19,72,29
16,44,59,17,44
5,49,51,83,24
19,81,57,55,81
14,57,23,60,62
50,72,23,7,59
14,97,66,77,96
29,35,84,38,31
92,28,41,92,81
9,96,71,95,83
35,47,78,98,44
89,54,38,19,55
85,47,53,79,29
88,22,38,70,99
55,80,72,38,29
35,24,26,50,18
14,73,80,85,33
26,48,21,2,86
2,32,53,2,16
17,70,87,73,5
67,33,22,71,4
36,65,31,57,31
69,6,4,70,95
92,31,64,34,47
19,66,90,97,48
64,81,80,55,56
85,45,14,42,16
55,46,13,88,92
29,97,26,30,82
36,86,40,36,34
48,21,68,51,35
86,29,13,70,94
25,2,69,89,7
1,8,78,52,2
13,19,46,29,20
49,88,3,31,31
61,28,91,49,56
8,36,87,57,85
26,50,58,98,96
35,73,55,8,85
81,5,4,62,59
93,73,8,39,74
1,47,53,17,91
20,27,90,45,96
25,13,73,3,25
38,13,63,17,72
53,49,84,84,72
8,5,27,68,90
9,69,1,39,73
11,49,11,31,74
68,92,74,50,86
39,18,45,21,74
99,84,11,55,88
27,87,69,74,24
43,92,39,16,20
72,53,69,65,84
43,97,25,84,54
53,12,63,48,11
9,44,51,8,52
10,91,19,51,45
25,9,78,90,87
62,7,96,89,30
47,40,91,67,4
67,92,82,96,36
52,5,80,31,70
20,34,86,26,54
76,38,21,58,64
97,95,44,23,78
46,59,43,24,51
54,85,7,53,53
25,92,27,51,80
42,56,2,1,48
38,32,94,73,45
42,28,27,15,13
23,27,40,99,69
73,26,14,84,41
20,4,85,5,3
68,32,6,97,15
38,77,26,60,31
27,14,17,13,1
84,55,42,69,45
9,60,20,11,47
4,9,14,76,90
48,83,98,28,99
12,5,3,13,41
84,58,41,19,42
64,90,4,34,51
3,17,82,22,68
66,77,75,30,88
28,90,97,98,97
61,98,28,12,19
57,1,65,3,96
60,68,30,26,68
88,63,86,4,49
49,17,88,23,33
97,72,7,46,3
57,53,71,79,10
42,85,50,31,27
40,92,40,35,69
5,54,45,23,54
40,5,82,77,67
18,87,82,5,28
65,67,42,63,43
52,26,36,88,68
75,85,76,19,3
9,67,43,22,53
32,99,15,44,31
38,66,50,50,3
5,89,2,58,69
32,47,72,91,25
84,13,87,56,21
33,80,83,37,75
93,68,84,14,57
53,20,55,51,15
56,2,99,28,43
51,68,33,77,61
11,41,46,76,10
15,89,87,20,18
64,15,3,2,4
86,64,86,80,18
57,54,59,40,96
55,41,24,98,24
17,84,78,69,98
47,83,85,51,93
58,15,91,85,31
15,67,60,70,57
91,22,98,33,69
36,63,64,61,50
87,80,41,32,13
5,9,86,43,99
90,52,19,72,93
12,54,82,57,18
6,91,73,58,42
18,99,48,43,34
82,19,83,63,92
98,90,60,40,47
76,88,71,11,32
4,9,21,50,45
20,90,28,59,49
36,62,78,42,51
11,25,35,41,79
28,22,96,31,6
87,4,68,66,71
62,77,85,66,51
12,58,25,20,3
91,85,9,6,81
60,51,31,21,97
24,64,86,99,11
96,23,62,85,87
99,93,27,8,32
51,31,58,52,71
80,65,33,80,66
12,18,61,88,94
48,6,95,8,15
89,54,21,76,16
98,34,91,60,19
80,46,28,18,4
10,5,38,90,81
13,63,85,39,31
38,2,31,25,13
3,31,58,45,4
31,53,95,26,23
86,70,78,19,51
84,98,70,92,72
98,92,96,38,2
22,55,51,10,2
70,35,67,55,32
20,15,32,11,19
14,11,86,4,79
59,27,19,41,89
65,92,4,64,81
68,45,45,89,12
53,95,68,84,18
28,38,61,75,99
89,68,51,44,78
81,93,13,79,78
46,48,19,41,59
24,64,83,89,76
57,19,66,15,37
76,76,41,19,92
84,63,89,37,46
48,85,68,86,73
55,13,67,28,68
90,80,36,69,80
89,15,39,8,1
36,24,53,38,88
9,19,21,75,82
55,86,15,58,43
42,24,42,84,35
52,6,4,71,21
80,4,13,10,47
75,60,21,52,15
23,36,3,78,54
18,18,67,96,14
92,19,77,2,96
26,67,44,17,87
38,35,48,64,88
41,35,53,73,48
30,65,43,67,44
50,66,29,79,98
51,84,90,43,66
79,13,50,63,91
68,67,24,66,18
66,45,18,92,35
93,60,29,72,66
52,9,22,76,2
5,33,83,12,72
14,2,51,69,43
77,98,64,8,17
68,94,44,19,54
3,54,80,49,81
85,80,51,36,49
80,51,5,58,32
29,23,75,57,19
77,74,28,7,16
66,30,19,66,88
26,66,67,60,30
5,9,62,68,82
75,86,95,80,30
68,35,80,5,19
46,38,18,8,71
61,52,11,55,27
4,99,7,91,2
75,33,98,34,6
15,19,93,48,6
42,44,64,71,35
26,94,90,45,45
68,18,21,8,81
75,53,72,3,14
2,41,60,60,72
60,87,1,16,99
16,78,61,12,1
12,80,44,89,15
93,27,20,19,10
34,56,26,43,8
96,80,28,33,49
19,12,11,84,97
97,65,96,80,37
96,18,68,58,36
17,70,41,87,75
10,38,69,96,66
45,20,77,89,70
53,82,89,9,69
45,14,81,98,73
33,85,67,92,86
65,75,43,80,18
50,41,24,69,85
82,99,8,43,27
59,12,37,96,55
26,1,52,87,86
54,29,79,38,35
5,65,15,93,27
73,13,59,85,18
74,67,79,64,43
73,55,4,96,19
15,53,76,62,85
5,75,76,72,55
28,87,76,84,10
9,95,76,34,8
39,74,82,71,58
3,26,81,47,66
78,49,94,43,29
16,99,99,10,29
35,72,69,61,2
14,22,80,55,94
46,73,3,20,4
86,32,5,11,96
21,17,29,23,6
49,59,54,17,34
8,15,33,80,48
66,9,15,42,84
71,7,38,4,13
47,53,9,59,18
74,3,36,36,24
96,88,52,33,26
74,99,19,98,44
26,43,13,88,7
26,39,10,21,67
80,18,81,82,21
38,99,64,82,20
88,29,39,67,70
11,50,29,15,99
77,89,4,6,80
90,83,98,62,62
14,35,23,1,85
8,93,86,27,92
44,47,35,42,38
81,48,25,87,76
44,8,95,38,73
3,38,87,63,63
90,57,77,63,67
78,99,47,98,66
53,36,35,81,99
3,49,66,31,44
2,19,18,41,83
48,55,89,39,94
13,97,44,92,15
8,86,13,39,28
20,89,95,97,22
39,62,17,28,71
71,64,48,33,74
28,69,56,14,7
81,97,93,72,59
69,62,40,59,42
10,42,15,34,52
10,23,82,70,84
65,85,88,22,21
56,4,78,98,11
88,90,76,36,97
48,50,55,92,80
67,62,18,56,76
4,2,1,66,19
64,35,28,9,63
3,67,10,23,51
2,31,34,4,30
52,75,20,38,4
25,18,98,85,43
10,98,66,14,17
44,8,64,59,10
51,67,59,54,17
71,11,99,12,1
24,43,84,95,68
52,42,64,78,63
26,9,53,94,45
66,22,44,53,29
16,66,24,17,35
2,44,8,86,97
4,8,27,84,3
44,98,83,94,85
48,4,31,10,74
73,56,80,30,50
1,68,68,68,88
14,28,26,75,14
5,58,14,93,77
20,77,95,22,76
15,70,78,21,1
84,57,52,93,97
44,76,57,68,41
41,48,10,82,87
77,36,65,62,35
28,41,90,77,97
70,49,20,28,25
82,53,12,28,67
43,89,62,30,58
18,49,53,35,75
82,14,69,35,7
68,63,40,48,40
64,2,99,61,71
44,17,69,2,70
57,78,91,99,78
32,24,90,78,87
92,17,51,49,48
31,32,83,42,50
57,34,3,92,40
8,85,7,16,88
27,79,64,61,82
25,12,28,34,69
57,50,91,52,16
31,75,93,58,57
62,91,62,71,92
67,99,17,75,15
77,16,83,79,79
91,44,1,7,88
86,35,86,35,1
32,54,92,80,83
43,1,55,52,86
81,82,66,69,83
10,25,45,2,26
94,30,1,58,56
84,13,73,98,85
50,58,62,56,94
36,68,44,98,59
78,53,24,17,89
83,98,60,7,88
89,5,30,18,2
23,80,10,5,29
37,72,15,20,97
91,2,79,80,69
1,65,34,8,41
53,77,57,5,86
27,66,97,58,71
27,15,49,49,20
83,71,38,14,99
90,61,73,78,67
79,62,32,97,4
58,65,77,42,97
74,22,78,73,73
37,27,88,63,87
33,97,32,84,45
57,71,84,25,93
13,51,31,75,71
93,32,1,41,33
19,4,12,22,89
33,40,25,39,99
91,37,81,80,76
82,61,54,46,56
86,59,31,26,65
1,52,9,49,55
30,60,99,53,89
81,41,43,74,52
24,14,5,93,91
92,2,28,91,82
8,86,82,24,48
98,67,75,27,25
37,76,53,41,30
72,21,33,24,62
91,66,48,16,61
58,62,60,51,8
75,89,6,39,96
38,32,36,74,85
46,72,53,19,98
41,51,64,68,95
46,88,67,11,45
91,30,12,18,68
24,93,61,25,78
86,86,97,42,85
50,6,85,47,19
42,91,13,69,55
21,88,80,84,9
5,36,35,58,72
19,76,45,97,71
82,3,78,42,69
71,23,34,65,55
52,65,90,24,99
6,20,70,50,8
39,70,99,97,74
83,16,94,37,30
73,21,33,70,79
29,10,15,54,6
86,66,8,29,56
90,68,59,4,63
30,5,76,68,80
90,95,90,85,13
57,26,70,65,7
16,15,28,66,65
7,96,92,64,30
32,19,63,31,17
84,43,66,88,5
88,65,22,10,35
12,45,26,86,69
71,21,33,82,96
47,85,3,91,61
86,9,35,16,1
6,81,63,4,53
4,58,31,93,55
37,12,32,3,89
67,33,88,15,81
67,49,80,86,48
43,54,47,70,21
33,42,45,71,51
72,3,31,27,47
36,57,78,6,26
85,82,66,94,29
56,44,77,90,83
59,93,62,84,41
46,7,10,1,9
65,30,65,17,89
63,58,81,30,76
3,38,86,1,60
64,93,47,40,75
86,33,46,56,47
78,4,90,60,90
28,60,71,98,27
98,65,22,84,29
27,81,30,86,41
88,13,64,3,13
92,64,98,12,61
77,52,4,70,40
99,33,28,31,69
24,82,4,62,29
26,60,35,49,92
28,89,90,28,37
6,35,81,96,46
11,73,43,94,1
90,8,55,30,39
32,85,59,66,31
85,27,26,82,30
96,96,25,59,14
88,50,87,70,57
41,16,68,72,23
74,83,59,40,37
50,18,23,37,82
21,59,20,72,80
62,10,60,1,95
67,39,15,72,73
59,6,81,7,40
4,22,58,67,80
24,23,9,20,95
13,49,79,81,13
31,49,58,13,19
35,51,86,89,80
86,71,10,81,76
82,61,14,99,33
89,70,34,8,96
10,71,80,31,44
59,9,1,46,40
16,74,42,22,10
9,74,84,21,71
21,72,62,53,31
24,12,71,71,64
71,24,19,49,30
75,95,47,91,92
96,8,28,27,21
2,99,60,74,3
56,85,49,22,86
19,39,86,38,48
49,78,14,57,4
97,60,56,97,26
88,46,22,18,59
25,50,79,96,71
48,23,35,14,61
65,6,85,32,62
89,28,21,13,75
33,36,79,78,97
87,76,6,25,97
4,15,73,68,96
63,26,65,80,18
8,21,66,34,76
76,11,21,43,17
43,39,42,79,33
80,80,4,93,60
21,24,29,79,47
48,35,94,45,42
65,73,5,78,32
13,49,1,4,31
98,17,15,82,30
16,92,66,73,57
86,36,1,94,61
14,66,99,4,95
4,72,77,17,64
24,3,49,10,21
94,54,44,99,88
20,24,34,95,94
83,57,49,92,3
71,27,27,64,15
76,37,27,70,28
7,8,78,62,46
15,58,42,68,92
17,79,71,94,77
21,98,65,68,71
69,37,97,71,25
46,67,77,52,53
77,62,95,55,30
98,26,43,77,45
25,21,34,89,3
76,34,76,32,62
31,32,10,31,68
66,56,43,40,38
19,5,89,60,96
63,60,1,38,28
80,30,22,43,67
32,87,57,99,40
85,89,93,50,56
14,36,69,40,46
98,24,49,40,60
66,52,16,12,81
19,10,38,38,95
10,18,12,76,94
67,78,32,30,87
35,75,1,3,27
89,44,36,44,87
48,69,47,13,52
75,30,2,71,62
24,1,47,98,55
18,38,76,2,25
19,38,67,73,14
95,11,77,63,72
30,3,84,8,73
50,57,4,77,37
62,57,4,77,8
51,14,85,48,37
3,59,83,33,22
20,34,56,90,42
75,15,75,72,17
65,69,90,3,6
77,86,35,50,11
32,14,45,68,2
35,63,18,32,6
30,54,41,88,85
17,75,79,82,23
52,21,62,85,81
74,22,20,14,92
67,70,99,22,27
59,99,88,26,41
76,23,80,66,47
79,58,57,58,67
57,59,9,62,59
95,97,48,26,66
5,10,28,88,34
28,64,81,8,28
33,19,43,2,12
71,67,98,1,58
31,62,87,48,67
92,98,56,63,29
79,51,24,62,33
68,28,36,55,93
54,26,75,4,33
63,45,77,7,48
72,40,40,42,57
71,77,71,95,49
58,5,49,71,51
96,86,40,65,6
57,6,36,51,23
56,37,40,49,12
49,27,94,84,79
99,31,7,34,6
77,67,89,72,85
96,43,54,73,74
45,22,70,40,77
36,37,82,20,81
5,49,94,49,71
31,77,22,44,74
60,94,90,17,57
34,36,13,40,15
38,78,1,48,3
28,27,95,88,77
81,53,59,36,86
28,77,11,55,6
17,21,90,87,1
31,98,1,54,60
52,24,51,55,33
86,63,97,62,21
12,80,47,74,71
64,75,18,99,4
37,44,35,9,79
20,82,31,32,3
24,82,12,78,49
20,42,38,76,75
10,32,22,3,35
84,45,40,29,94
34,60,42,73,72
91,19,33,10,19
79,52,67,25,29
92,42,84,54,30
43,94,51,3,80
60,8,12,60,70
50,20,21,45,37
84,58,18,49,40
82,37,43,22,61
7,88,28,11,40
89,55,3,77,75
10,18,66,97,90
85,22,93,81,18
24,39,53,92,21
2,12,55,35,16
83,16,1,48,70
8,74,32,41,30
3,82,87,20,62
28,11,80,49,65
23,15,84,84,42
99,45,35,39,68
63,6,98,25,19
83,94,32,10,61
55,74,14,46,85
75,12,86,84,10
33,69,91,60,33
20,59,10,40,51
91,23,79,14,57
2,42,53,84,51
78,55,64,48,60
60,78,33,40,96
32,64,98,11,2
16,66,85,71,9
62,69,20,44,1
59,90,25,6,90
82,98,32,94,32
42,84,86,42,54
47,9,95,50,40
80,12,62,37,59
48,15,11,74,9
19,90,63,51,42
42,28,6,3,93
11,77,43,75,92
19,59,75,97,72
34,3,82,20,59
32,76,86,57,77
90,77,5,7,39
81,77,41,41,84
11,54,27,42,68
23,71,35,23,43
3,18,23,79,36
23,85,66,22,73
24,62,13,67,31
25,15,46,26,66
46,10,47,96,29
88,1,2,64,67
35,79,14,93,24
61,27,49,58,32
71,97,44,83,16
24,11,33,26,84
21,51,85,76,41
42,88,62,85,62
72,46,32,74,74
67,84,45,96,3
61,48,59,75,42
92,47,48,77,57
44,28,85,77,16
55,40,58,58,19
27,87,67,83,42
30,26,48,37,79
83,30,86,10,76
77,36,25,38,52
65,60,87,32,45
77,39,76,13,17
57,93,47,49,56
69,30,84,12,40
16,48,24,53,55
20,18,41,46,31
94,68,16,47,40
15,72,19,82,11
96,83,64,95,31
16,9,6,30,62
5,69,38,26,90
44,11,30,93,36
18,70,42,45,21
34,94,67,41,8
66,38,22,10,52
61,1,71,1,74
21,88,38,49,64
85,98,5,86,49
49,37,3,23,66
28,5,91,81,5
25,30,41,67,2
16,76,8,50,7
52,91,67,16,20
86,36,14,90,20
67,95,74,15,66
74,76,13,25,29
95,51,20,95,71
39,1,64,99,42
14,57,14,58,59
95,60,16,45,52
42,5,83,47,24
55,26,75,52,53
1,20,23,98,60
68,5,46,76,69
17,8,9,50,32
97,69,48,35,68
72,57,17,88,53
80,62,54,82,85
5,76,59,11,45
57,25,60,85,66
21,85,23,74,57
36,9,69,32,37
94,51,90,40,1
30,27,38,24,37
77,30,54,81,35
63,7,75,70,6
47,98,21,38,33
69,40,34,13,88
94,22,58,22,56
98,14,44,45,93
33,67,35,19,7
72,84,35,5,2
25,88,81,91,7
90,25,48,87,70
55,88,69,16,44
19,25,14,19,25
17,96,19,77,23
14,65,27,91,89
45,94,98,67,54
96,1,17,65,97
72,4,86,54,29
79,98,93,98,79
65,49,46,70,9
95,88,69,66,73
11,50,42,31,81
7,79,10,74,50
95,18,65,42,96
83,74,23,5,88
90,24,99,40,1
35,41,75,30,2
95,40,3,92,19
8,39,11,71,83
45,1,89,94,2
82,79,78,68,65
93,30,4,31,51
55,4,27,22,56
6,3,76,63,69
82,86,77,98,20
15,40,56,62,97
64,92,27,7,69
82,19,76,17,68
69,39,27,12,98
79,83,77,52,32
61,86,9,52,61
33,48,4,62,18
31,82,73,30,99
84,62,93,82,36
99,7,59,14,63
10,4,49,89,53
20,67,63,48,17
71,13,99,3,60
19,99,53,35,74
70,20,26,77,90
80,9,90,15,49
80,78,44,67,91
60,4,22,31,96
34,66,91,7,47
95,54,84,86,89
69,18,76,24,15
39,7,7,98,36
3,27,89,7,70
95,8,23,28,58
38,94,66,7,11
13,23,41,9,53
2,88,28,85,11
39,30,85,70,83
10,13,84,88,1
59,86,48,25,43
52,69,61,57,67
13,91,21,21,72
12,12,60,60,5
74,88,90,28,10
42,93,7,2,79
3,52,93,14,94
12,42,85,48,79
21,42,93,78,67
3,82,80,68,23
30,56,24,79,69
80,58,17,46,4
87,87,71,71,18
58,11,73,5,72
60,63,23,84,86
71,31,95,68,80
77,63,57,67,93
17,19,4,87,28
39,40,47,84,12
81,10,54,24,75
57,29,39,17,60
43,79,67,28,50
43,23,77,75,56
89,67,84,45,64
20,90,60,34,33
48,89,63,96,1
25,80,37,25,67
18,32,48,68,33
82,8,74,83,57
25,32,66,70,48
13,3,86,56,99
63,82,7,50,85
77,7,52,40,1
89,39,73,42,75
70,32,47,81,16
73,4,70,42,90
95,41,47,97,64
31,50,7,92,64
30,82,60,84,11
66,63,89,98,24
69,59,54,91,24
80,2,58,27,99
21,1,15,58,97
42,90,35,39,76
84,96,40,69,65
16,21,8,46,35
80,87,73,28,21
7,89,80,10,48
70,85,59,19,45
86,11,21,22,27
51,10,46,37,89
64,2,54,57,39
84,58,4,56,38
49,46,87,68,16
57,46,87,95,85
18,8,23,35,71
70,69,14,81,46
44,46,40,10,2
93,15,25,16,39
81,48,91,90,55
91,53,45,79,30
92,5,75,78,65
97,86,58,32,12
4,95,5,67,53
37,65,43,13,62
76,24,3,25,17
64,36,22,92,42
45,90,71,77,84
26,48,34,51,4
81,49,80,87,71
34,25,10,86,1
66,4,17,41,39
77,66,65,14,83
27,91,64,73,88
93,55,50,92,30
19,61,14,30,67
24,71,50,14,83
99,35,47,16,26
64,49,18,26,58
56,38,37,44,62
53,27,2,43,92
81,10,38,62,87
7,1,68,35,45
90,16,69,69,11
45,9,51,88,58
58,32,31,68,12
62,26,35,38,83
42,51,86,67,82
86,60,10,57,18
87,53,67,57,22
60,68,97,13,57
13,9,47,59,54
42,48,42,17,20
52,83,74,27,54
94,39,80,44,49
21,80,51,45,80
60,88,61,84,25
73,38,3,56,55
1,64,9,43,73
86,38,68,61,15
32,71,16,79,57
38,52,81,54,85
66,15,95,78,26
56,31,6,31,56
54,4,55,80,39
28,92,34,45,35
73,51,86,89,52
2,76,93,99,86
75,48,87,30,16
98,23,14,91,22
7,10,11,64,46
11,62,3,23,11
14,94,4,99,68
75,90,59,20,53
90,36,18,61,75
67,71,80,47,62
24,52,90,9,12
16,65,18,29,17
98,2,89,82,45
50,98,44,27,90
98,15,67,28,68
1,40,91,20,51
55,48,11,4,32
8,39,65,11,33
67,87,41,57,60
97,66,28,59,82
7,50,31,96,85
22,89,48,91,42
5,80,97,47,60
27,11,73,53,24
6,74,30,78,53
54,46,64,76,53
12,53,21,26,50
75,44,57,37,76
59,5,30,68,42
27,81,81,87,14
97,52,48,13,70
94,34,16,62,43
68,45,7,91,31
92,80,6,23,56
28,63,97,68,67
71,36,19,71,2
39,43,81,35,90
38,93,96,29,50
17,46,75,30,66
10,97,5,84,75
6,44,21,87,29
46,53,96,11,89
68,66,34,56,20
21,52,56,24,77
56,59,83,7,72
34,76,32,40,79
94,14,5,20,81
97,3,83,88,73
81,99,21,21,54
7,26,18,91,2
7,86,92,37,84
13,5,41,46,50
87,39,32,96,65
5,89,40,74,57
67,61,23,25,36
93,64,13,47,98
44,37,96,13,35
92,88,55,19,1
95,75,37,83,58
87,8,82,51,66
3,68,21,86,13
9,31,89,75,3
57,87,98,70,98
63,27,30,25,6
7,76,37,40,99
25,41,58,11,26
81,72,14,29,80
7,24,69,61,23
7,97,91,98,21
78,87,41,69,52
56,93,79,86,8
57,88,61,69,57
23,65,98,76,67
61,95,8,12,36
80,84,86,96,16
33,56,9,19,7
79,66,22,11,21
9,24,65,41,49
32,45,47,93,85
21,86,35,73,40
70,46,45,94,60
68,37,91,64,44
64,37,32,60,33
83,84,46,21,40
6,52,77,27,46
52,87,67,36,13
20,34,63,22,26
27,32,12,84,42
23,92,19,23,88
15,25,6,26,48
73,92,94,92,69
32,49,89,41,27
53,31,79,34,47
15,9,98,78,10
86,27,23,79,99
48,75,4,27,28
57,2,23,34,51
26,5,31,54,77
21,12,86,80,47
23,24,32,24,9
87,67,37,2,1
81,6,14,81,67
33,17,67,65,73
73,98,19,74,49
61,52,23,27,70
95,7,93,32,73
12,93,22,47,78
52,22,31,28,88
21,89,18,9,33
46,34,55,78,87
60,29,72,18,96
